,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year
2114,Rhode Island,2017,High school graduate or GED completed,3,2265,27,3277.7,2006
2115,Rhode Island,2017,"Some college credit, but not a degree",4,2219,29,3278.4,2004
2116,Rhode Island,2017,"Associate degree (AA, AS)",5,808,31,3280.75,2002
2117,Rhode Island,2017,"Bachelor's degree (BA, AB, BS)",6,2286,32,3355.3,2001
2118,Rhode Island,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1102,33,3362.9,2000
2119,Rhode Island,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,407,34,3331.0,1999
2120,Rhode Island,2018,Unknown or Not Stated,-9,577,29,3172.7,2003
2121,Rhode Island,2018,8th grade or less,1,269,30,3204.8,2001
2122,Rhode Island,2018,9th through 12th grade with no diploma,2,898,26,3178.8500000000004,2007
2123,Rhode Island,2018,High school graduate or GED completed,3,2132,27,3294.8500000000004,2007
2124,Rhode Island,2018,"Some college credit, but not a degree",4,2202,29,3290.95,2005
2125,Rhode Island,2018,"Associate degree (AA, AS)",5,741,31,3279.85,2003
2126,Rhode Island,2018,"Bachelor's degree (BA, AB, BS)",6,2270,32,3369.55,2002
2127,Rhode Island,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1067,33,3335.2,2001
2128,Rhode Island,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,350,34,3355.55,2000
2129,Rhode Island,2019,Unknown or Not Stated,-9,412,30,3188.9,2003
2130,Rhode Island,2019,8th grade or less,1,289,31,3211.8999999999996,2001
2131,Rhode Island,2019,9th through 12th grade with no diploma,2,928,26,3170.45,2008
2132,Rhode Island,2019,High school graduate or GED completed,3,2118,27,3262.75,2008
2133,Rhode Island,2019,"Some college credit, but not a degree",4,2032,29,3271.65,2006
2134,Rhode Island,2019,"Associate degree (AA, AS)",5,708,31,3283.5,2004
2135,Rhode Island,2019,"Bachelor's degree (BA, AB, BS)",6,2226,32,3336.3,2003
2136,Rhode Island,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1100,33,3317.0,2002
2137,Rhode Island,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,362,34,3273.5,2001
2138,Rhode Island,2020,Unknown or Not Stated,-9,119,30,3186.65,2004
2139,Rhode Island,2020,8th grade or less,1,316,30,3305.2,2003
2140,Rhode Island,2020,9th through 12th grade with no diploma,2,897,26,3188.95,2009
2141,Rhode Island,2020,High school graduate or GED completed,3,2097,27,3247.1,2009
2142,Rhode Island,2020,"Some college credit, but not a degree",4,2110,29,3286.55,2007
2143,Rhode Island,2020,"Associate degree (AA, AS)",5,737,31,3277.5,2005
2144,Rhode Island,2020,"Bachelor's degree (BA, AB, BS)",6,2267,32,3358.8999999999996,2004
2145,Rhode Island,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1197,33,3316.0,2003
2146,Rhode Island,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,361,34,3315.25,2002
2147,Rhode Island,2021,Unknown or Not Stated,-9,32,30,3041.3,2005
2148,Rhode Island,2021,8th grade or less,1,291,30,3293.9,2004
2149,Rhode Island,2021,9th through 12th grade with no diploma,2,852,26,3221.25,2010
2150,Rhode Island,2021,High school graduate or GED completed,3,2049,28,3246.25,2009
2151,Rhode Island,2021,"Some college credit, but not a degree",4,2166,29,3273.3,2008
2152,Rhode Island,2021,"Associate degree (AA, AS)",5,786,31,3296.8,2006
2153,Rhode Island,2021,"Bachelor's degree (BA, AB, BS)",6,2547,32,3331.1000000000004,2005
2154,Rhode Island,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1317,33,3320.3500000000004,2004
2155,Rhode Island,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,424,34,3341.3,2003
2156,South Carolina,2016,Unknown or Not Stated,-9,166,28,3036.2,2002
2157,South Carolina,2016,8th grade or less,1,1488,29,3261.8,2000
2158,South Carolina,2016,9th through 12th grade with no diploma,2,6681,24,3114.55,2007
2159,South Carolina,2016,High school graduate or GED completed,3,13535,26,3156.85,2006
2160,South Carolina,2016,"Some college credit, but not a degree",4,14094,27,3218.3999999999996,2005
2161,South Carolina,2016,"Associate degree (AA, AS)",5,5190,30,3267.25,2002
2162,South Carolina,2016,"Bachelor's degree (BA, AB, BS)",6,10404,31,3330.1000000000004,2001
2163,South Carolina,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4535,32,3336.0,2000
2164,South Carolina,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1249,33,3306.6,1999
2165,South Carolina,2017,Unknown or Not Stated,-9,174,28,2898.9,2003
2166,South Carolina,2017,8th grade or less,1,1384,29,3260.05,2001
2167,South Carolina,2017,9th through 12th grade with no diploma,2,6376,24,3109.7,2008
2168,South Carolina,2017,High school graduate or GED completed,3,13793,26,3151.4,2007
2169,South Carolina,2017,"Some college credit, but not a degree",4,14205,27,3209.95,2006
2170,South Carolina,2017,"Associate degree (AA, AS)",5,5132,30,3258.1,2003
2171,South Carolina,2017,"Bachelor's degree (BA, AB, BS)",6,10329,31,3328.0,2002
2172,South Carolina,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4408,32,3319.2,2001
2173,South Carolina,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1228,33,3332.95,2000
2174,South Carolina,2018,Unknown or Not Stated,-9,221,28,2934.3,2004
2175,South Carolina,2018,8th grade or less,1,1293,29,3214.05,2002
2176,South Carolina,2018,9th through 12th grade with no diploma,2,6062,24,3094.35,2009
2177,South Carolina,2018,High school graduate or GED completed,3,14085,26,3153.75,2008
2178,South Carolina,2018,"Some college credit, but not a degree",4,13570,27,3208.1,2007
2179,South Carolina,2018,"Associate degree (AA, AS)",5,5215,30,3245.95,2004
2180,South Carolina,2018,"Bachelor's degree (BA, AB, BS)",6,10514,31,3333.5,2003
2181,South Carolina,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4467,33,3344.45,2001
2182,South Carolina,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1242,33,3271.55,2001
2183,South Carolina,2019,Unknown or Not Stated,-9,283,28,2990.1,2005
2184,South Carolina,2019,8th grade or less,1,1323,29,3226.05,2003
2185,South Carolina,2019,9th through 12th grade with no diploma,2,5924,24,3110.65,2010
2186,South Carolina,2019,High school graduate or GED completed,3,14502,26,3138.05,2009
2187,South Carolina,2019,"Some college credit, but not a degree",4,13319,28,3189.1499999999996,2007
2188,South Carolina,2019,"Associate degree (AA, AS)",5,5098,30,3223.55,2005
2189,South Carolina,2019,"Bachelor's degree (BA, AB, BS)",6,10710,31,3321.45,2004
2190,South Carolina,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4611,33,3314.05,2002
2191,South Carolina,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1268,34,3342.65,2001
2192,South Carolina,2020,Unknown or Not Stated,-9,203,28,3015.4,2006
2193,South Carolina,2020,8th grade or less,1,1312,29,3210.85,2004
2194,South Carolina,2020,9th through 12th grade with no diploma,2,5478,25,3094.5,2010
2195,South Carolina,2020,High school graduate or GED completed,3,14594,26,3144.3,2010
2196,South Carolina,2020,"Some college credit, but not a degree",4,12574,28,3198.8999999999996,2008
2197,South Carolina,2020,"Associate degree (AA, AS)",5,5081,30,3238.6000000000004,2006
2198,South Carolina,2020,"Bachelor's degree (BA, AB, BS)",6,10573,31,3321.2,2005
2199,South Carolina,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4591,33,3326.95,2003
2200,South Carolina,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1298,33,3268.8,2003
2201,South Carolina,2021,Unknown or Not Stated,-9,201,30,3054.0,2005
2202,South Carolina,2021,8th grade or less,1,1280,29,3210.9,2005
2203,South Carolina,2021,9th through 12th grade with no diploma,2,5056,24,3094.6000000000004,2012
2204,South Carolina,2021,High school graduate or GED completed,3,14909,26,3135.0,2011
2205,South Carolina,2021,"Some college credit, but not a degree",4,12406,28,3196.7,2009
2206,South Carolina,2021,"Associate degree (AA, AS)",5,5383,30,3233.45,2007
2207,South Carolina,2021,"Bachelor's degree (BA, AB, BS)",6,11437,31,3314.3,2006
2208,South Carolina,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5120,33,3316.65,2004
2209,South Carolina,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1393,34,3286.25,2003
2210,South Dakota,2016,Unknown or Not Stated,-9,30,28,3068.8,2002
2211,South Dakota,2016,8th grade or less,1,371,29,3249.6499999999996,2000
2212,South Dakota,2016,9th through 12th grade with no diploma,2,1416,24,3247.95,2007
2213,South Dakota,2016,High school graduate or GED completed,3,3028,26,3301.85,2006
2214,South Dakota,2016,"Some college credit, but not a degree",4,2113,27,3325.2,2005
2215,South Dakota,2016,"Associate degree (AA, AS)",5,1347,29,3351.0,2003
2216,South Dakota,2016,"Bachelor's degree (BA, AB, BS)",6,2861,30,3399.8999999999996,2002
2217,South Dakota,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,816,32,3430.9,2000
2218,South Dakota,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,32,3353.0,2000
2219,South Dakota,2017,Unknown or Not Stated,-9,40,29,3355.6000000000004,2002
2220,South Dakota,2017,8th grade or less,1,450,29,3316.25,2001
2221,South Dakota,2017,9th through 12th grade with no diploma,2,1432,24,3255.4,2008
2222,South Dakota,2017,High school graduate or GED completed,3,2944,26,3299.65,2007
2223,South Dakota,2017,"Some college credit, but not a degree",4,2110,28,3331.8,2005
2224,South Dakota,2017,"Associate degree (AA, AS)",5,1300,30,3354.4,2003
2225,South Dakota,2017,"Bachelor's degree (BA, AB, BS)",6,2761,30,3402.8,2003
2226,South Dakota,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,820,32,3362.8999999999996,2001
2227,South Dakota,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,277,32,3310.75,2001
2228,South Dakota,2018,Unknown or Not Stated,-9,52,28,3110.5,2004
2229,South Dakota,2018,8th grade or less,1,419,29,3235.35,2002
2230,South Dakota,2018,9th through 12th grade with no diploma,2,1282,24,3267.1499999999996,2009
2231,South Dakota,2018,High school graduate or GED completed,3,2901,27,3297.5,2007
2232,South Dakota,2018,"Some college credit, but not a degree",4,1975,28,3323.55,2006
2233,South Dakota,2018,"Associate degree (AA, AS)",5,1288,29,3347.95,2005
2234,South Dakota,2018,"Bachelor's degree (BA, AB, BS)",6,2796,30,3389.15,2004
2235,South Dakota,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,859,32,3410.5,2002
2236,South Dakota,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,321,32,3359.35,2002
2237,South Dakota,2019,Unknown or Not Stated,-9,35,28,3051.05,2005
2238,South Dakota,2019,8th grade or less,1,452,29,3234.8,2003
2239,South Dakota,2019,9th through 12th grade with no diploma,2,1206,25,3269.8,2009
2240,South Dakota,2019,High school graduate or GED completed,3,2783,27,3277.3999999999996,2008
2241,South Dakota,2019,"Some college credit, but not a degree",4,1871,28,3332.8,2007
2242,South Dakota,2019,"Associate degree (AA, AS)",5,1209,29,3334.9,2006
2243,South Dakota,2019,"Bachelor's degree (BA, AB, BS)",6,2722,30,3371.7,2005
2244,South Dakota,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,862,32,3354.1499999999996,2003
2245,South Dakota,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,309,32,3352.05,2003
2246,South Dakota,2020,Unknown or Not Stated,-9,36,29,3263.25,2005
2247,South Dakota,2020,8th grade or less,1,439,29,3227.25,2004
2248,South Dakota,2020,9th through 12th grade with no diploma,2,1173,25,3260.5,2010
2249,South Dakota,2020,High school graduate or GED completed,3,2747,27,3266.65,2009
2250,South Dakota,2020,"Some college credit, but not a degree",4,1684,28,3322.0,2008
2251,South Dakota,2020,"Associate degree (AA, AS)",5,1145,30,3334.05,2006
2252,South Dakota,2020,"Bachelor's degree (BA, AB, BS)",6,2625,30,3368.0,2006
2253,South Dakota,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,822,32,3384.85,2004
2254,South Dakota,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,289,32,3387.95,2004
2255,South Dakota,2021,Unknown or Not Stated,-9,43,28,3239.7,2007
2256,South Dakota,2021,8th grade or less,1,439,29,3202.55,2005
2257,South Dakota,2021,9th through 12th grade with no diploma,2,1138,25,3209.4,2011
2258,South Dakota,2021,High school graduate or GED completed,3,2822,27,3251.85,2010
2259,South Dakota,2021,"Some college credit, but not a degree",4,1695,28,3284.1000000000004,2009
2260,South Dakota,2021,"Associate degree (AA, AS)",5,1234,30,3293.65,2007
2261,South Dakota,2021,"Bachelor's degree (BA, AB, BS)",6,2827,30,3368.7,2007
2262,South Dakota,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,862,32,3356.1000000000004,2005
2263,South Dakota,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,309,32,3387.8,2005
2264,Tennessee,2016,Unknown or Not Stated,-9,506,29,3155.8,2001
2265,Tennessee,2016,8th grade or less,1,2674,29,3231.5,2000
2266,Tennessee,2016,9th through 12th grade with no diploma,2,8404,24,3102.8,2007
2267,Tennessee,2016,High school graduate or GED completed,3,22621,25,3168.6000000000004,2007
2268,Tennessee,2016,"Some college credit, but not a degree",4,19293,27,3234.55,2005
2269,Tennessee,2016,"Associate degree (AA, AS)",5,5734,29,3287.3500000000004,2003
2270,Tennessee,2016,"Bachelor's degree (BA, AB, BS)",6,13887,30,3353.25,2002
2271,Tennessee,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5889,32,3332.2,2000
2272,Tennessee,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1799,33,3321.55,1999
2273,Tennessee,2017,Unknown or Not Stated,-9,539,29,3184.85,2002
2274,Tennessee,2017,8th grade or less,1,2730,29,3252.3500000000004,2001
2275,Tennessee,2017,9th through 12th grade with no diploma,2,7987,24,3110.1000000000004,2008
2276,Tennessee,2017,High school graduate or GED completed,3,22746,25,3170.5,2008
2277,Tennessee,2017,"Some college credit, but not a degree",4,19065,27,3230.1,2006
2278,Tennessee,2017,"Associate degree (AA, AS)",5,5868,29,3300.8,2004
2279,Tennessee,2017,"Bachelor's degree (BA, AB, BS)",6,14338,31,3351.2,2002
2280,Tennessee,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5887,32,3340.3,2001
2281,Tennessee,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1856,33,3325.8,2000
2282,Tennessee,2018,Unknown or Not Stated,-9,637,29,3175.5,2003
2283,Tennessee,2018,8th grade or less,1,2572,29,3246.75,2002
2284,Tennessee,2018,9th through 12th grade with no diploma,2,7604,24,3101.2,2009
2285,Tennessee,2018,High school graduate or GED completed,3,22780,25,3176.9,2009
2286,Tennessee,2018,"Some college credit, but not a degree",4,18865,27,3230.2,2007
2287,Tennessee,2018,"Associate degree (AA, AS)",5,5919,29,3272.05,2005
2288,Tennessee,2018,"Bachelor's degree (BA, AB, BS)",6,14393,31,3348.0,2003
2289,Tennessee,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6095,32,3347.8,2002
2290,Tennessee,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1886,33,3312.3999999999996,2001
2291,Tennessee,2019,Unknown or Not Stated,-9,478,28,3182.2,2005
2292,Tennessee,2019,8th grade or less,1,2886,29,3218.0,2003
2293,Tennessee,2019,9th through 12th grade with no diploma,2,7315,25,3124.25,2009
2294,Tennessee,2019,High school graduate or GED completed,3,22554,26,3178.3999999999996,2009
2295,Tennessee,2019,"Some college credit, but not a degree",4,18678,27,3216.9,2008
2296,Tennessee,2019,"Associate degree (AA, AS)",5,6076,29,3266.85,2006
2297,Tennessee,2019,"Bachelor's degree (BA, AB, BS)",6,14637,31,3331.7,2004
2298,Tennessee,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6034,32,3336.3,2003
2299,Tennessee,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1792,33,3316.95,2002
2300,Tennessee,2020,Unknown or Not Stated,-9,279,28,3063.25,2006
2301,Tennessee,2020,8th grade or less,1,3099,29,3227.6499999999996,2004
2302,Tennessee,2020,9th through 12th grade with no diploma,2,7220,25,3120.6499999999996,2010
2303,Tennessee,2020,High school graduate or GED completed,3,22506,26,3176.3,2010
2304,Tennessee,2020,"Some college credit, but not a degree",4,17175,28,3229.55,2008
2305,Tennessee,2020,"Associate degree (AA, AS)",5,5793,29,3275.15,2007
2306,Tennessee,2020,"Bachelor's degree (BA, AB, BS)",6,14632,31,3343.85,2005
2307,Tennessee,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6147,32,3337.35,2004
2308,Tennessee,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1838,34,3305.8999999999996,2002
2309,Tennessee,2021,Unknown or Not Stated,-9,314,29,3181.85,2006
2310,Tennessee,2021,8th grade or less,1,3186,29,3217.3,2005
2311,Tennessee,2021,9th through 12th grade with no diploma,2,7022,25,3109.0,2011
2312,Tennessee,2021,High school graduate or GED completed,3,22626,26,3174.05,2011
2313,Tennessee,2021,"Some college credit, but not a degree",4,17184,28,3223.6,2009
2314,Tennessee,2021,"Associate degree (AA, AS)",5,6285,29,3272.95,2008
2315,Tennessee,2021,"Bachelor's degree (BA, AB, BS)",6,16136,31,3333.0,2006
2316,Tennessee,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6790,32,3325.1000000000004,2005
2317,Tennessee,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2174,33,3311.35,2004
2318,Texas,2016,Unknown or Not Stated,-9,588,28,2983.3999999999996,2002
2319,Texas,2016,8th grade or less,1,15083,29,3238.05,2000
2320,Texas,2016,9th through 12th grade with no diploma,2,58722,25,3194.1,2006
2321,Texas,2016,High school graduate or GED completed,3,106705,26,3202.2,2006
2322,Texas,2016,"Some college credit, but not a degree",4,86833,27,3238.05,2005
2323,Texas,2016,"Associate degree (AA, AS)",5,24479,29,3262.2,2003
2324,Texas,2016,"Bachelor's degree (BA, AB, BS)",6,71613,31,3299.45,2001
2325,Texas,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,26219,33,3279.3999999999996,1999
2326,Texas,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7805,34,3259.45,1998
2327,Texas,2017,Unknown or Not Stated,-9,582,29,2948.2,2002
2328,Texas,2017,8th grade or less,1,12913,29,3238.75,2001
2329,Texas,2017,9th through 12th grade with no diploma,2,53647,25,3196.05,2007
2330,Texas,2017,High school graduate or GED completed,3,105131,26,3202.05,2007
2331,Texas,2017,"Some college credit, but not a degree",4,82983,28,3233.2,2005
2332,Texas,2017,"Associate degree (AA, AS)",5,24008,30,3256.85,2003
2333,Texas,2017,"Bachelor's degree (BA, AB, BS)",6,69377,31,3296.3,2002
2334,Texas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,25678,33,3275.75,2000
2335,Texas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7731,34,3258.45,1999
2336,Texas,2018,Unknown or Not Stated,-9,570,30,2942.95,2002
2337,Texas,2018,8th grade or less,1,11958,29,3229.65,2002
2338,Texas,2018,9th through 12th grade with no diploma,2,50716,26,3184.55,2007
2339,Texas,2018,High school graduate or GED completed,3,105680,26,3200.25,2008
2340,Texas,2018,"Some college credit, but not a degree",4,79731,28,3231.1,2006
2341,Texas,2018,"Associate degree (AA, AS)",5,24990,30,3257.15,2004
2342,Texas,2018,"Bachelor's degree (BA, AB, BS)",6,70725,31,3294.9,2003
2343,Texas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,26381,33,3270.95,2001
2344,Texas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7873,34,3258.25,2000
2345,Texas,2019,Unknown or Not Stated,-9,977,29,3118.55,2004
2346,Texas,2019,8th grade or less,1,12754,29,3227.8,2003
2347,Texas,2019,9th through 12th grade with no diploma,2,46208,26,3178.95,2008
2348,Texas,2019,High school graduate or GED completed,3,107476,26,3196.1000000000004,2009
2349,Texas,2019,"Some college credit, but not a degree",4,79441,28,3224.5,2007
2350,Texas,2019,"Associate degree (AA, AS)",5,24938,30,3248.7,2005
2351,Texas,2019,"Bachelor's degree (BA, AB, BS)",6,70820,31,3289.95,2004
2352,Texas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,27101,33,3268.8,2002
2353,Texas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7884,34,3257.3,2001
2354,Texas,2020,Unknown or Not Stated,-9,1286,29,3095.7,2005
2355,Texas,2020,8th grade or less,1,11387,29,3232.0,2004
2356,Texas,2020,9th through 12th grade with no diploma,2,42089,26,3181.1,2009
2357,Texas,2020,High school graduate or GED completed,3,107422,26,3202.6000000000004,2010
2358,Texas,2020,"Some college credit, but not a degree",4,76555,28,3228.1499999999996,2008
2359,Texas,2020,"Associate degree (AA, AS)",5,24940,30,3242.5,2006
2360,Texas,2020,"Bachelor's degree (BA, AB, BS)",6,70476,31,3293.45,2005
2361,Texas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,26494,33,3267.95,2003
2362,Texas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7541,34,3255.4,2002
2363,Texas,2021,Unknown or Not Stated,-9,1677,30,3104.55,2005
2364,Texas,2021,8th grade or less,1,11460,29,3196.25,2005
2365,Texas,2021,9th through 12th grade with no diploma,2,38771,26,3168.75,2010
2366,Texas,2021,High school graduate or GED completed,3,108790,26,3191.6000000000004,2011
2367,Texas,2021,"Some college credit, but not a degree",4,74910,28,3222.2,2009
2368,Texas,2021,"Associate degree (AA, AS)",5,26431,30,3235.85,2007
2369,Texas,2021,"Bachelor's degree (BA, AB, BS)",6,74309,31,3284.05,2006
2370,Texas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,28873,33,3263.95,2004
2371,Texas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,8373,34,3245.2,2003
2372,Utah,2016,Unknown or Not Stated,-9,1286,30,3193.95,2000
2373,Utah,2016,8th grade or less,1,786,31,3211.75,1998
2374,Utah,2016,9th through 12th grade with no diploma,2,3614,25,3152.8500000000004,2006
2375,Utah,2016,High school graduate or GED completed,3,9718,26,3211.6,2006
2376,Utah,2016,"Some college credit, but not a degree",4,12560,28,3270.75,2004
2377,Utah,2016,"Associate degree (AA, AS)",5,5751,29,3286.35,2003
2378,Utah,2016,"Bachelor's degree (BA, AB, BS)",6,13418,30,3335.1000000000004,2002
2379,Utah,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2678,32,3294.9,2000
2380,Utah,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,653,34,3268.0,1998
2381,Utah,2017,Unknown or Not Stated,-9,765,29,3137.2,2002
2382,Utah,2017,8th grade or less,1,790,31,3205.65,1999
2383,Utah,2017,9th through 12th grade with no diploma,2,3362,25,3153.5,2007
2384,Utah,2017,High school graduate or GED completed,3,9536,26,3216.4,2007
2385,Utah,2017,"Some college credit, but not a degree",4,12280,28,3256.7,2005
2386,Utah,2017,"Associate degree (AA, AS)",5,5420,29,3293.75,2004
2387,Utah,2017,"Bachelor's degree (BA, AB, BS)",6,13104,30,3324.0,2003
2388,Utah,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2680,33,3302.8,2000
2389,Utah,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,648,33,3249.4,2000
2390,Utah,2018,Unknown or Not Stated,-9,1292,29,3175.1,2003
2391,Utah,2018,8th grade or less,1,632,31,3185.95,2000
2392,Utah,2018,9th through 12th grade with no diploma,2,3074,25,3141.6499999999996,2008
2393,Utah,2018,High school graduate or GED completed,3,9322,26,3201.85,2008
2394,Utah,2018,"Some college credit, but not a degree",4,11451,28,3265.05,2006
2395,Utah,2018,"Associate degree (AA, AS)",5,5188,29,3298.85,2005
2396,Utah,2018,"Bachelor's degree (BA, AB, BS)",6,12978,30,3329.5,2004
2397,Utah,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2656,33,3317.05,2001
2398,Utah,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,616,34,3240.3999999999996,2000
2399,Utah,2019,Unknown or Not Stated,-9,1567,30,3194.75,2003
2400,Utah,2019,8th grade or less,1,561,31,3143.8500000000004,2001
2401,Utah,2019,9th through 12th grade with no diploma,2,2840,26,3144.4,2008
2402,Utah,2019,High school graduate or GED completed,3,9225,27,3183.3,2008
2403,Utah,2019,"Some college credit, but not a degree",4,11243,28,3243.45,2007
2404,Utah,2019,"Associate degree (AA, AS)",5,4926,29,3280.25,2006
2405,Utah,2019,"Bachelor's degree (BA, AB, BS)",6,13140,30,3315.55,2005
2406,Utah,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2694,33,3287.45,2002
2407,Utah,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,630,34,3248.75,2001
2408,Utah,2020,Unknown or Not Stated,-9,1384,30,3182.75,2004
2409,Utah,2020,8th grade or less,1,514,30,3200.35,2003
2410,Utah,2020,9th through 12th grade with no diploma,2,2679,25,3129.75,2010
2411,Utah,2020,High school graduate or GED completed,3,8971,27,3200.55,2009
2412,Utah,2020,"Some college credit, but not a degree",4,10839,28,3243.6499999999996,2008
2413,Utah,2020,"Associate degree (AA, AS)",5,4909,29,3294.0,2007
2414,Utah,2020,"Bachelor's degree (BA, AB, BS)",6,12896,30,3322.95,2006
2415,Utah,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2813,32,3306.55,2004
2416,Utah,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,697,34,3277.6,2002
2417,Utah,2021,Unknown or Not Stated,-9,1183,30,3189.85,2005
2418,Utah,2021,8th grade or less,1,486,30,3200.4,2004
2419,Utah,2021,9th through 12th grade with no diploma,2,2517,25,3126.8999999999996,2011
2420,Utah,2021,High school graduate or GED completed,3,9393,27,3193.25,2010
2421,Utah,2021,"Some college credit, but not a degree",4,10740,28,3247.3,2009
2422,Utah,2021,"Associate degree (AA, AS)",5,4775,29,3269.35,2008
2423,Utah,2021,"Bachelor's degree (BA, AB, BS)",6,13666,30,3309.3,2007
