,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
2460,Vermont,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,797,34,3402.7,2001,97715.0,1300273,60383,732580,507310,1306513,595191,303287,28777.0,62053,13.370649337358644,6.091091439390063,3.1037916389500078,13.326221473629975,6.037632961685353,3.126234342933645
2461,Vermont,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,207,35,3370.3999999999996,2000,99609.0,1211370,65052,711259,435059,1193813,555740,283821,29595.0,39112,11.984991316045738,5.5792147295927075,2.849350962262446,12.466690878063421,5.619270063971736,2.887237140015506
2462,Vermont,2020,Unknown or Not Stated,-9,29,31,3101.1,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
2463,Vermont,2020,8th grade or less,1,48,30,3284.15,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
2464,Vermont,2020,9th through 12th grade with no diploma,2,333,25,3139.3500000000004,2010,87750.0,1749898,173528,1326528,249842,1719870,890606,509650,47578.0,65751,19.59965811965812,10.149356125356125,5.807977207977208,20.032604659490964,9.928765806464392,5.639850755698952
2465,Vermont,2020,High school graduate or GED completed,3,1201,27,3243.8,2009,86320.0,1683034,102453,1336424,244157,1661019,859433,489015,49100.0,64170,19.242574142724745,9.956360055607044,5.665141334569046,19.826863647403894,9.631087729952327,5.422916105479321
2466,Vermont,2020,"Some college credit, but not a degree",4,914,29,3311.3,2007,89329.0,1836316,97086,1237083,502147,1804519,800453,439237,41603.0,70359,20.20081944273416,8.96072943836828,4.917070604171098,19.073337310277832,8.909724581866062,4.905819080378762
2467,Vermont,2020,"Associate degree (AA, AS)",5,360,31,3368.7,2005,92819.0,1628681,95016,1090494,443171,1634534,739981,392627,36577.0,63280,17.609907454292763,7.972300929766535,4.230028334715953,17.757125638428118,7.966174499256759,4.269825272877013
2468,Vermont,2020,"Bachelor's degree (BA, AB, BS)",6,1269,32,3441.3500000000004,2004,93705.0,1525776,94546,801169,630061,1550157,700068,368208,34203.0,77287,16.542948615335362,7.470978069473348,3.9294381303025454,16.599243495434866,7.485847100920523,3.9605588817423905
2469,Vermont,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,750,34,3392.8,2002,96427.0,1387074,68819,766164,552091,1392880,628188,326292,31686.0,65657,14.444916880126936,6.514648386862601,3.38382403268794,14.342554325662459,6.525868415002008,3.391796046784728
2470,Vermont,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,229,35,3325.55,2001,97715.0,1300273,60383,732580,507310,1306513,595191,303287,28777.0,62053,13.370649337358644,6.091091439390063,3.1037916389500078,13.326221473629975,6.037632961685353,3.126234342933645
2471,Vermont,2021,Unknown or Not Stated,-9,25,31,2759.9,2004,93705.0,1525776,94546,801169,630061,1550157,700068,368208,34203.0,77287,16.542948615335362,7.470978069473348,3.9294381303025454,16.599243495434866,7.485847100920523,3.9605588817423905
2472,Vermont,2021,8th grade or less,1,43,31,3417.7,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
2473,Vermont,2021,9th through 12th grade with no diploma,2,311,25,3150.05,2011,86982.0,1686499,106823,1329172,250504,1722515,888388,511825,53418.0,63655,19.803120185785566,10.21346945345014,5.88426341082063,20.19289381123519,10.199966132342293,5.835293350699984
2474,Vermont,2021,High school graduate or GED completed,3,1115,27,3307.8,2010,87750.0,1749898,173528,1326528,249842,1719870,890606,509650,47578.0,65751,19.59965811965812,10.149356125356125,5.807977207977208,20.032604659490964,9.928765806464392,5.639850755698952
2475,Vermont,2021,"Some college credit, but not a degree",4,938,29,3302.1,2008,87919.0,1888635,94504,1290067,504064,1888133,831132,463215,44089.0,83821,21.4758243383114,9.45338322774372,5.268656376892367,19.53907610605643,9.301509065291317,5.185079834738488
2476,Vermont,2021,"Associate degree (AA, AS)",5,400,31,3344.05,2006,90850.0,1725093,102791,1153104,469198,1711762,763591,410862,37607.0,59192,18.841629058888277,8.404964226747385,4.522421574023115,18.44250524737066,8.45784759479168,4.595727744574314
2477,Vermont,2021,"Bachelor's degree (BA, AB, BS)",6,1497,32,3430.05,2005,92819.0,1628681,95016,1090494,443171,1634534,739981,392627,36577.0,63280,17.609907454292763,7.972300929766535,4.230028334715953,17.757125638428118,7.966174499256759,4.269825272877013
2478,Vermont,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,840,34,3437.3999999999996,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
2479,Vermont,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,215,34,3376.8500000000004,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
2480,Virginia,2016,Unknown or Not Stated,-9,978,30,3175.7,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
2481,Virginia,2016,8th grade or less,1,3045,30,3274.75,1999,1122858.0,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515.0,875124,7.423799803715163,3.8832657379650857,2.1583192175680272,7.589252754896679,3.9730174794131847,2.212360622489826
2482,Virginia,2016,9th through 12th grade with no diploma,2,6646,25,3172.85,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
2483,Virginia,2016,High school graduate or GED completed,3,26743,27,3217.85,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.289264657135476,5.4540486517786455,3.073616533064384,10.474974361560603,5.497264888562696,3.118024767011192
2484,Virginia,2016,"Some college credit, but not a degree",4,18795,28,3282.2,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2485,Virginia,2016,"Associate degree (AA, AS)",5,6929,30,3290.5,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2486,Virginia,2016,"Bachelor's degree (BA, AB, BS)",6,23104,32,3341.35,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
2487,Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12732,33,3327.8,1999,1122858.0,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515.0,875124,7.423799803715163,3.8832657379650857,2.1583192175680272,7.589252754896679,3.9730174794131847,2.212360622489826
2488,Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3488,34,3311.15,1998,1110815.0,7723744,401716,3046785,4275243,7813707,4109813,2275415,408498.0,796239,7.034210917209436,3.6998177014174276,2.048419403771105,7.221772341469152,3.7773932691785386,2.1069378583333327
2489,Virginia,2017,Unknown or Not Stated,-9,1005,30,3155.5,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
2490,Virginia,2017,8th grade or less,1,2840,30,3273.3999999999996,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
2491,Virginia,2017,9th through 12th grade with no diploma,2,6426,25,3153.4,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,12.045535216807053,6.252529415620596,3.5544778932188392,11.420284332831335,6.020256825594371,3.4527382818192267
2492,Virginia,2017,High school graduate or GED completed,3,26355,27,3211.3500000000004,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
2493,Virginia,2017,"Some college credit, but not a degree",4,18057,28,3262.1000000000004,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.289264657135476,5.4540486517786455,3.073616533064384,10.474974361560603,5.497264888562696,3.118024767011192
2494,Virginia,2017,"Associate degree (AA, AS)",5,7079,30,3283.3,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2495,Virginia,2017,"Bachelor's degree (BA, AB, BS)",6,22427,32,3340.05,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
2496,Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12733,33,3326.5,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
2497,Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3469,34,3311.6,1999,1122858.0,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515.0,875124,7.423799803715163,3.8832657379650857,2.1583192175680272,7.589252754896679,3.9730174794131847,2.212360622489826
2498,Virginia,2018,Unknown or Not Stated,-9,1222,30,3165.4,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2499,Virginia,2018,8th grade or less,1,2830,30,3263.05,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
2500,Virginia,2018,9th through 12th grade with no diploma,2,5937,25,3151.95,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,12.378615874955416,6.502109505815866,3.774098047133014,11.72853337367503,6.197572167017584,3.5705171964807874
2501,Virginia,2018,High school graduate or GED completed,3,26646,27,3210.65,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,12.045535216807053,6.252529415620596,3.5544778932188392,11.420284332831335,6.020256825594371,3.4527382818192267
2502,Virginia,2018,"Some college credit, but not a degree",4,17297,28,3263.95,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
2503,Virginia,2018,"Associate degree (AA, AS)",5,7084,30,3282.65,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2504,Virginia,2018,"Bachelor's degree (BA, AB, BS)",6,22572,32,3348.25,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2505,Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12795,33,3342.3999999999996,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
2506,Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3460,34,3316.35,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
2507,Virginia,2019,Unknown or Not Stated,-9,1473,30,3170.3500000000004,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2508,Virginia,2019,8th grade or less,1,2743,30,3268.8999999999996,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2509,Virginia,2019,9th through 12th grade with no diploma,2,5451,26,3170.2,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,12.378615874955416,6.502109505815866,3.774098047133014,11.72853337367503,6.197572167017584,3.5705171964807874
2510,Virginia,2019,High school graduate or GED completed,3,25988,27,3200.75,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,12.378615874955416,6.502109505815866,3.774098047133014,11.72853337367503,6.197572167017584,3.5705171964807874
2511,Virginia,2019,"Some college credit, but not a degree",4,16558,29,3257.6,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
2512,Virginia,2019,"Associate degree (AA, AS)",5,7064,30,3280.55,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.289264657135476,5.4540486517786455,3.073616533064384,10.474974361560603,5.497264888562696,3.118024767011192
2513,Virginia,2019,"Bachelor's degree (BA, AB, BS)",6,22222,32,3328.5,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2514,Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12611,33,3316.8,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2515,Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3319,34,3298.95,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
2516,Virginia,2020,Unknown or Not Stated,-9,878,31,3173.45,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2517,Virginia,2020,8th grade or less,1,2912,30,3239.95,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2518,Virginia,2020,9th through 12th grade with no diploma,2,5495,26,3164.8999999999996,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,12.558311148248189,6.634665895856409,3.8975356742646534,11.977637064223694,6.341370543325723,3.6704991511559126
2519,Virginia,2020,High school graduate or GED completed,3,25144,27,3211.8,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,12.558311148248189,6.634665895856409,3.8975356742646534,11.977637064223694,6.341370543325723,3.6704991511559126
2520,Virginia,2020,"Some college credit, but not a degree",4,15786,29,3250.2,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,12.045535216807053,6.252529415620596,3.5544778932188392,11.420284332831335,6.020256825594371,3.4527382818192267
2521,Virginia,2020,"Associate degree (AA, AS)",5,6916,30,3268.45,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
2522,Virginia,2020,"Bachelor's degree (BA, AB, BS)",6,21844,32,3335.3,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2523,Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12430,33,3323.5,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2524,Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3344,34,3304.0,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
2525,Virginia,2021,Unknown or Not Stated,-9,1035,31,3176.05,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2526,Virginia,2021,8th grade or less,1,2868,30,3244.1000000000004,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2527,Virginia,2021,9th through 12th grade with no diploma,2,5453,26,3149.85,2010,1244673.0,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527.0,1127484,11.986948379212853,6.466868808112653,3.73950346797914,12.156549667153369,6.468357228122136,3.7531473527233388
2528,Virginia,2021,High school graduate or GED completed,3,24119,27,3198.0,2010,1244673.0,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527.0,1127484,11.986948379212853,6.466868808112653,3.73950346797914,12.156549667153369,6.468357228122136,3.7531473527233388
2529,Virginia,2021,"Some college credit, but not a degree",4,15192,29,3262.1,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,12.378615874955416,6.502109505815866,3.774098047133014,11.72853337367503,6.197572167017584,3.5705171964807874
2530,Virginia,2021,"Associate degree (AA, AS)",5,6959,30,3263.1499999999996,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,12.045535216807053,6.252529415620596,3.5544778932188392,11.420284332831335,6.020256825594371,3.4527382818192267
2531,Virginia,2021,"Bachelor's degree (BA, AB, BS)",6,23324,32,3336.95,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.289264657135476,5.4540486517786455,3.073616533064384,10.474974361560603,5.497264888562696,3.118024767011192
2532,Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13312,33,3317.3,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
2533,Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3563,34,3316.5,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
2534,Washington,2016,Unknown or Not Stated,-9,1085,30,3302.9,2000,1003714.0,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703.0,1048059,7.783030823521441,3.8046256204456648,2.2771197771476737,7.7814803621537205,3.8322607693159667,2.2576636569464092
2535,Washington,2016,8th grade or less,1,2369,31,3324.0,1998,991235.0,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726.0,997000,7.275369614672606,3.551974052570783,2.117511992615273,7.2847810702971065,3.5801893940978364,2.126639991865679
2536,Washington,2016,9th through 12th grade with no diploma,2,8166,25,3270.0,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,9.611247998387078,4.6786165704470815,2.764778979284033,9.985272289702662,4.862790090050924,2.8539329081048246
2537,Washington,2016,High school graduate or GED completed,3,19303,27,3328.0,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,9.215974704022354,4.538909233522073,2.6400343162487436,9.480997766949704,4.629574245411214,2.7201559518611655
2538,Washington,2016,"Some college credit, but not a degree",4,20437,28,3360.2,2004,1020990.0,8790531,749399,5416352,2624780,9009980,4446860,2579078,407707.0,1217468,8.824748528389113,4.355439328494892,2.526056082821575,9.001775049858844,4.424336233008342,2.5839245803533446
2539,Washington,2016,"Associate degree (AA, AS)",5,9100,30,3366.7,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,8.2864209274673,4.144138921918351,2.4083799048751486,8.323678409556148,4.103441409335819,2.401911815336152
2540,Washington,2016,"Bachelor's degree (BA, AB, BS)",6,19374,32,3386.2,2000,1003714.0,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703.0,1048059,7.783030823521441,3.8046256204456648,2.2771197771476737,7.7814803621537205,3.8322607693159667,2.2576636569464092
2541,Washington,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8204,33,3363.75,1999,999616.0,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124.0,1053316,7.492005930277227,3.645464858505666,2.1646672322171714,7.524498381823883,3.7034983394708134,2.19149104874049
2542,Washington,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2467,34,3360.7,1998,991235.0,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726.0,997000,7.275369614672606,3.551974052570783,2.117511992615273,7.2847810702971065,3.5801893940978364,2.126639991865679
2543,Washington,2017,Unknown or Not Stated,-9,1319,30,3227.4,2001,1004843.0,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295.0,1028063,7.987649811960674,3.965272186799331,2.3188916079427333,8.046449111077612,3.9624506691999204,2.3272657691027994
2544,Washington,2017,8th grade or less,1,2142,31,3330.6499999999996,1999,999616.0,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124.0,1053316,7.492005930277227,3.645464858505666,2.1646672322171714,7.524498381823883,3.7034983394708134,2.19149104874049
2545,Washington,2017,9th through 12th grade with no diploma,2,7532,26,3259.6000000000004,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,9.611247998387078,4.6786165704470815,2.764778979284033,9.985272289702662,4.862790090050924,2.8539329081048246
2546,Washington,2017,High school graduate or GED completed,3,18739,27,3320.8,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,9.611247998387078,4.6786165704470815,2.764778979284033,9.985272289702662,4.862790090050924,2.8539329081048246
2547,Washington,2017,"Some college credit, but not a degree",4,19479,28,3350.35,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,9.215974704022354,4.538909233522073,2.6400343162487436,9.480997766949704,4.629574245411214,2.7201559518611655
2548,Washington,2017,"Associate degree (AA, AS)",5,8512,30,3378.35,2003,1014577.0,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084.0,1189781,8.675918141254927,4.270239715664755,2.47823378610002,8.626427276428984,4.251034511041736,2.4876420649171322
2549,Washington,2017,"Bachelor's degree (BA, AB, BS)",6,18820,32,3378.8,2001,1004843.0,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295.0,1028063,7.987649811960674,3.965272186799331,2.3188916079427333,8.046449111077612,3.9624506691999204,2.3272657691027994
2550,Washington,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8392,33,3354.45,2000,1003714.0,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703.0,1048059,7.783030823521441,3.8046256204456648,2.2771197771476737,7.7814803621537205,3.8322607693159667,2.2576636569464092
2551,Washington,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2627,34,3340.25,1999,999616.0,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124.0,1053316,7.492005930277227,3.645464858505666,2.1646672322171714,7.524498381823883,3.7034983394708134,2.19149104874049
2552,Washington,2018,Unknown or Not Stated,-9,1515,30,3260.9,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,8.2864209274673,4.144138921918351,2.4083799048751486,8.323678409556148,4.103441409335819,2.401911815336152
2553,Washington,2018,8th grade or less,1,2010,31,3297.55,2000,1003714.0,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703.0,1048059,7.783030823521441,3.8046256204456648,2.2771197771476737,7.7814803621537205,3.8322607693159667,2.2576636569464092
2554,Washington,2018,9th through 12th grade with no diploma,2,7075,26,3265.9,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,10.410465237530467,5.017737674211911,2.9510973852011606,10.37785560014427,5.072111249272731,2.969685770064622
2555,Washington,2018,High school graduate or GED completed,3,18640,27,3316.05,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,10.410465237530467,5.017737674211911,2.9510973852011606,10.37785560014427,5.072111249272731,2.969685770064622
2556,Washington,2018,"Some college credit, but not a degree",4,18566,29,3340.55,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,9.215974704022354,4.538909233522073,2.6400343162487436,9.480997766949704,4.629574245411214,2.7201559518611655
2557,Washington,2018,"Associate degree (AA, AS)",5,8481,30,3375.1,2004,1020990.0,8790531,749399,5416352,2624780,9009980,4446860,2579078,407707.0,1217468,8.824748528389113,4.355439328494892,2.526056082821575,9.001775049858844,4.424336233008342,2.5839245803533446
2558,Washington,2018,"Bachelor's degree (BA, AB, BS)",6,18824,32,3379.3500000000004,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,8.2864209274673,4.144138921918351,2.4083799048751486,8.323678409556148,4.103441409335819,2.401911815336152
2559,Washington,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8434,33,3348.45,2001,1004843.0,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295.0,1028063,7.987649811960674,3.965272186799331,2.3188916079427333,8.046449111077612,3.9624506691999204,2.3272657691027994
2560,Washington,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2540,35,3321.25,1999,999616.0,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124.0,1053316,7.492005930277227,3.645464858505666,2.1646672322171714,7.524498381823883,3.7034983394708134,2.19149104874049
2561,Washington,2019,Unknown or Not Stated,-9,1894,30,3282.8,2003,1014577.0,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084.0,1189781,8.675918141254927,4.270239715664755,2.47823378610002,8.626427276428984,4.251034511041736,2.4876420649171322
